;;;Rg;Identité;Total;1;2;3;4;5;6;F;MG;MF;courses par catégorie d'âge;catégorie d'âge;CHPT DPT route;ROUTE;CHPT DPT clm;CLM INDIV;CHPT DPT cyclo-cross;CYCLO-CROSS;% route;% CLM;% CYCLO-CROSS;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0903;143.;71-GLONIN Corantin;7;0;0;0;6;0;0;0;0;0;1;S;0;5;0;1;1;0;71,43;14,29;14,29;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0852;144.;71-JOLIVOT Sébastien;7;0;3;3;0;0;0;0;0;0;1;SV;0;7;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0851;145.;71-JOLY Jean-Luc;7;0;0;0;7;0;0;0;0;0;0;SV;0;6;0;1;0;0;85,71;14,29;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0802;146.;71-LOUIS Fabrice;7;0;6;0;0;0;0;0;0;0;1;SV;1;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0785;147.;71-MANGINI Lucas;7;0;0;0;7;0;0;0;0;0;0;S;1;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0775;148.;71-MARTIN Thierry;7;0;0;0;7;0;0;0;0;0;0;V;1;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,077;149.;71-MAZUE Laurent;7;0;0;0;0;7;0;0;0;0;0;SV;1;4;0;2;0;0;71,43;28,57;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0768;150.;71-MEININGER Thomas;7;0;0;0;0;0;0;0;7;0;0;M;1;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,075;151.;71-MOLLE Tristan;7;0;0;0;4;0;0;0;2;0;1;C;0;5;0;1;0;1;71,43;14,29;14,29;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0727;152.;71-OKRZESIK Thomas;7;0;0;5;2;0;0;0;0;0;0;S;0;6;0;1;0;0;85,71;14,29;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0711;153.;71-PEIGNE Anthony;7;0;0;0;7;0;0;0;0;0;0;S;0;5;0;2;0;0;71,43;28,57;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0637;154.;71-ROGALSKI Fabrice;7;0;0;0;3;4;0;0;0;0;0;SV;0;7;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0614;155.;71-STIER Guillaume;7;0;0;1;6;0;0;0;0;0;0;S;1;5;0;1;0;0;85,71;14,29;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0592;156.;71-VANNIER Eric;7;0;0;0;3;4;0;0;0;0;0;SV;1;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0584;157.;71-VERRIEN Noé;7;0;7;0;0;0;0;0;0;0;0;E;1;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;7000,0572;158.;71-ZACCHIA Jocelyne(F);7;0;0;0;0;0;7;0;0;0;0;SV;1;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1223;159.;71-AMARI Laurys;6;0;0;0;0;0;0;0;5;0;1;M;1;4;0;0;0;1;83,33;0,00;16,67;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1201;160.;71-BAILLY Matthieu;6;0;0;0;6;0;0;0;0;0;0;S;1;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1142;161.;71-BOSC Charlotte(F);6;0;0;0;0;0;0;6;0;0;0;S;0;4;0;2;0;0;66,67;33,33;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1119;162.;71-BRUNET Aymeric;6;0;6;0;0;0;0;0;0;0;0;V;0;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1117;163.;71-BRUZZONI Stéphane;6;0;0;0;0;6;0;0;0;0;0;V;0;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1115;164.;71-BUFFET Sylvain;6;0;0;1;5;0;0;0;0;0;0;SV;1;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1086;165.;71-CHARLES Romain;6;0;6;0;0;0;0;0;0;0;0;V;1;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,1018;166.;71-DEMORTIERE Marie(F);6;0;0;0;3;2;0;0;0;0;1;E;0;5;0;0;1;0;83,33;0,00;16,67;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0989;167.;71-DUMONT Fabien;6;0;0;4;0;0;0;0;0;0;2;V;0;4;0;0;1;1;66,67;0,00;33,33;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0937;168.;71-FUSTER Sandrine(F);6;0;0;0;0;0;6;0;0;0;0;V;1;4;0;1;0;0;83,33;16,67;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0794;169.;71-MAGNIN Patrice;6;0;0;0;0;6;0;0;0;0;0;SV;0;2;0;4;0;0;33,33;66,67;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,073;170.;71-NOYER Jean-Marc;6;0;0;0;0;0;6;0;0;0;0;SA;1;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0695;171.;71-PICARD Rémi;6;0;0;0;0;6;0;0;0;0;0;SV;0;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0679;172.;71-POULLEAU Pascal;6;0;0;0;0;6;0;0;0;0;0;SV;0;4;0;2;0;0;66,67;33,33;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,066;173.;71-RAMEAUX Jules;6;0;0;0;6;0;0;0;0;0;0;J;0;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0638;174.;71-ROGALSKI Arthur;6;0;0;6;0;0;0;0;0;0;0;E;0;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0632;175.;71-ROUSSOT Michel;6;0;0;0;0;0;6;0;0;0;0;SA;1;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0625;176.;71-SAFFRE Nils;6;0;0;0;6;0;0;0;0;0;0;J;1;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0599;177.;71-TRANCHANT Régis;6;0;0;0;0;6;0;0;0;0;0;A;1;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;6000,0585;178.;71-VERRIEN David;6;0;6;0;0;0;0;0;0;0;0;V;0;6;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,119;179.;71-BAUDET Alain;5;0;0;0;0;5;0;0;0;0;0;A;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1183;180.;71-BELIN Axel (cadet);5;0;0;0;0;5;0;0;0;0;0;C;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1148;181.;71-BONNEFOY Henry;5;0;0;0;0;0;5;0;0;0;0;SA;0;4;0;1;0;0;80,00;20,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1088;182.;71-CHAPEY Jules;5;0;5;0;0;0;0;0;0;0;0;J;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1085;183.;71-CHARLOT Denis;5;0;0;4;0;0;0;0;0;0;1;SV;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1049;184.;71-CUISSARD André;5;0;0;0;0;0;5;0;0;0;0;SA;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1044;185.;71-DA SILVA Manuel;5;0;0;5;0;0;0;0;0;0;0;SV;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1027;186.;71-DEMANCHE Eric;5;0;3;2;0;0;0;0;0;0;0;SV;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,1023;187.;71-DEMONT Arthur;5;0;4;1;0;0;0;0;0;0;0;S;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,101;188.;71-DEVEYER Sully;5;0;0;1;4;0;0;0;0;0;0;C;0;4;0;1;0;0;80,00;20,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,099;189.;71-DUMONT Eric;5;0;0;0;0;5;0;0;0;0;0;SV;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0979;190.;71-DYON David;5;0;0;0;0;5;0;0;0;0;0;V;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0919;191.;71-GENETET Mael(cadet);5;0;0;0;5;0;0;0;0;0;0;C;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0906;192.;71-GIRAUD-CARRIER Ewen;5;0;5;0;0;0;0;0;0;0;0;S;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0904;193.;71-GIVRY Bernard;5;0;0;0;0;0;5;0;0;0;0;SA;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0902;194.;71-GLONIN Flora(F);5;0;0;0;0;5;0;0;0;0;0;S;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0867;195.;71-HENON Pascal;5;0;0;0;0;0;5;0;0;0;0;A;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0859;196.;71-JASINSKI Lucas;5;0;0;0;0;0;0;0;5;0;0;M;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,084;197.;71-KESSLER Cédric;5;0;0;0;0;5;0;0;0;0;0;SV;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0813;198.;71-LEMIERE Coline(cadette);5;0;0;0;0;0;5;0;0;0;0;C;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,081;199.;71-LOBIETTI Floriane(F);5;0;0;0;0;0;0;5;0;0;0;S;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0796;200.;71-MACHURET Jean-Eric;5;0;0;0;0;5;0;0;0;0;0;A;0;0;0;5;0;0;0,00;100,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0793;201.;71-MAIKHAF Ahmed;5;0;0;0;5;0;0;0;0;0;0;A;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0779;202.;71-MARIN Patrice;5;0;0;0;5;0;0;0;0;0;0;SV;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0766;203.;71-MEJNAOUI Mehdi;5;0;3;2;0;0;0;0;0;0;0;J;0;3;0;2;0;0;60,00;40,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0763;204.;71-METHY Frédéric;5;0;0;0;0;5;0;0;0;0;0;A;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0756;205.;71-MILARA Santiago;5;0;0;0;0;3;2;0;0;0;0;A;0;4;0;1;0;0;80,00;20,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0692;206.;71-PILLON Franck;5;0;0;0;0;5;0;0;0;0;0;SV;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0686;207.;71-PIRIO Suzanne(F);5;0;0;0;0;0;5;0;0;0;0;A;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0656;208.;71-REBILLARD Stéphane;5;0;0;0;4;0;0;0;0;0;1;SV;1;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,063;209.;71-ROY Gérald;5;0;0;0;5;0;0;0;0;0;0;SV;0;2;0;3;0;0;40,00;60,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0594;210.;71-TRAVAILLOT Oscar;5;0;0;1;4;0;0;0;0;0;0;C;0;5;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;5000,0578;211.;71-VILLERMAUX Michel;5;0;0;0;5;0;0;0;0;0;0;SV;0;4;0;1;0;0;80,00;20,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,1214;212.;71-AUCLERC Léna(F);4;0;0;0;0;0;4;0;0;0;0;E;0;3;0;1;0;0;75,00;25,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,1209;213.;71-BABSKI Gilles;4;0;0;0;0;0;4;0;0;0;0;A;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,1189;214.;71-BAUDIN Thibaut;4;0;0;0;4;0;0;0;0;0;0;E;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,1125;215.;71-BRETON David;4;0;0;0;0;4;0;0;0;0;0;SV;0;3;0;1;0;0;75,00;25,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,1094;216.;71-CHAMPROMIS Arnaud;4;0;4;0;0;0;0;0;0;0;0;V;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,1054;217.;71-COUREAU Christian;4;0;0;0;0;4;0;0;0;0;0;A;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0988;218.;71-DUMONTEL Jérôme;4;0;0;0;0;4;0;0;0;0;0;SV;0;3;0;1;0;0;75,00;25,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0953;219.;71-FEBVRE Nicolas;4;0;4;0;0;0;0;0;0;0;0;S;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0933;220.;71-GANDREY Philippe;4;0;0;0;4;0;0;0;0;0;0;A;1;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0931;221.;71-GAUDARD Gaetan;4;0;0;4;0;0;0;0;0;0;0;S;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,09;222.;71-GLONIN Nadège(F);4;0;0;0;0;0;0;4;0;0;0;SV;0;3;0;1;0;0;75,00;25,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0865;223.;71-HONORE Jean-Baptiste;4;0;4;0;0;0;0;0;0;0;0;V;1;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0833;224.;71-LARDY Michael;4;0;0;0;2;2;0;0;0;0;0;V;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0762;225.;71-MEUNIER Guillaume;4;0;3;0;0;0;0;0;0;0;1;S;0;2;0;1;1;0;50,00;25,00;25,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0751;226.;71-MOLINOT Pascal;4;0;0;0;0;0;4;0;0;0;0;A;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0743;227.;71-MORNAT Laetitia;4;0;0;0;0;0;0;4;0;0;0;V;0;2;0;2;0;0;50,00;50,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0705;228.;71-PERI Laurent;4;0;3;0;0;0;0;0;0;0;1;V;0;0;0;4;0;0;0,00;100,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0671;229.;71-PROVILLARD Jérémy;4;0;4;0;0;0;0;0;0;0;0;V;0;3;0;1;0;0;75,00;25,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0649;230.;71-RICHARD Philippe;4;0;0;2;2;0;0;0;0;0;0;A;0;3;0;1;0;0;75,00;25,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0631;231.;71-ROUSSOT Pierre;4;0;0;0;0;0;4;0;0;0;0;SA;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0607;232.;71-THIBERT Cyril;4;0;0;0;4;0;0;0;0;0;0;S;1;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0596;233.;71-TRAPET Gaston;4;0;0;0;0;0;0;0;4;0;0;M;0;4;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;4000,0579;234.;71-VILLERMAUX Franck;4;0;0;0;0;4;0;0;0;0;0;A;0;3;0;1;0;0;75,00;25,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1168;235.;71-BERTRAND Christian;3;0;0;0;2;1;0;0;0;0;0;A;1;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1149;236.;71-BONNEAU Stéphane;3;0;0;0;0;3;0;0;0;0;0;SV;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1099;237.;71-CERQUEIRA Mathis;3;0;3;0;0;0;0;0;0;0;0;E;0;1;0;2;0;0;33,33;66,67;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1092;238.;71-CHANDET André;3;0;0;0;0;0;3;0;0;0;0;SA;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1053;239.;71-COUTURIER Franck;3;0;3;0;0;0;0;0;0;0;0;SV;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1047;240.;71-CURTIL Aurélien;3;0;3;0;0;0;0;0;0;0;0;S;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1037;241.;71-DE SOUSA AZEVEDO Adao;3;0;0;3;0;0;0;0;0;0;0;A;0;1;0;2;0;0;33,33;66,67;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,1017;242.;71-DEMOURY David;3;0;0;0;0;0;0;0;0;0;3;SV;0;0;0;0;1;3;0,00;0,00;133,33;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0946;243.;71-FLEURENCE Daniel;3;0;0;3;0;0;0;0;0;0;0;A;0;2;0;1;0;0;66,67;33,33;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0911;244.;71-GILLES Pierre;3;0;0;0;0;0;3;0;0;0;0;SA;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0905;245.;71-GIROUD Thierry;3;0;3;0;0;0;0;0;0;0;0;SV;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0899;246.;71-GODARD Hervé;3;0;0;0;0;3;0;0;0;0;0;A;0;0;0;3;0;0;0,00;100,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0894;247.;71-GOURGIN Roman;3;0;0;0;0;0;0;0;2;0;1;M;0;2;0;0;1;0;66,67;0,00;33,33;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0873;248.;71-GUYOT Maxime;3;0;3;0;0;0;0;0;0;0;0;S;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0868;249.;71-HEDIN Christophe;3;0;0;0;3;0;0;0;0;0;0;V;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0839;250.;71-KOMORNICZAK Yann;3;0;0;2;1;0;0;0;0;0;0;S;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0778;251.;71-MARTIN Bernard;3;0;0;0;0;0;3;0;0;0;0;SA;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0734;252.;71-NARDIN Jean-Pierre;3;0;0;0;0;0;3;0;0;0;0;SA;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0708;253.;71-PELLETIER Maxime;3;0;0;0;0;0;0;0;3;0;0;M;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0704;254.;71-PERNOLLET Baptiste(cadet);3;0;0;0;0;3;0;0;0;0;0;C;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0703;255.;71-PERNOLLET Jules;3;0;0;0;0;0;0;0;3;0;0;M;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0688;256.;71-PINDON David;3;0;0;0;3;0;0;0;0;0;0;SV;0;3;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;3000,0586;257.;71-VERNUSSE Cyrille;3;0;2;0;0;0;0;0;0;0;1;V;0;2;0;0;1;0;66,67;0,00;33,33;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1218;258.;71-ARACIL Lionel;2;0;0;0;0;0;2;0;0;0;0;SV;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1216;259.;71-AUBAGUE Quentin;2;0;0;0;0;0;2;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1184;260.;71-BEIRNAERT Mickaël;2;0;0;2;0;0;0;0;0;0;0;V;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1179;261.;71-BERARD Valentin;2;0;2;0;0;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1176;262.;71-BERLAND David;2;0;2;0;0;0;0;0;0;0;0;SV;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1167;263.;71-BERTRAND Donna(F);2;0;0;0;0;2;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1166;264.;71-BESSARD Benoit;2;0;0;2;0;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1155;265.;71-BONIN Lionel;2;0;0;0;0;2;0;0;0;0;0;A;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1133;266.;71-BOUILLOT Julie;2;0;0;0;0;2;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,111;267.;71-CADOT Marius;2;0;0;0;2;0;0;0;0;0;0;J;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1107;268.;71-CAMPANO Loic;2;0;0;0;2;0;0;0;0;0;0;V;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,106;269.;71-COSTA Michel;2;0;0;0;2;0;0;0;0;0;0;SV;0;0;0;2;0;0;0,00;100,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1055;270.;71-COURDIER Anais(F);2;0;0;0;0;0;0;2;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1051;271.;71-CREUZENET Sylvie(F);2;0;0;0;0;0;0;2;0;0;0;SV;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1029;272.;71-DELERUE Franck;2;0;0;2;0;0;0;0;0;0;0;SV;0;1;0;1;0;0;50,00;50,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,1;273.;71-DUCAROUGE Jean-Louis;2;0;0;0;0;0;2;0;0;0;0;SA;0;1;0;1;0;0;50,00;50,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0985;274.;71-DURAND Charly;2;0;0;0;2;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0973;275.;71-EUVRARD Camille;2;0;2;0;0;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0967;276.;71-FACHINETTI Marco;2;0;2;0;0;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0964;277.;71-FAIVRE Geoffrey;2;0;0;0;2;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0954;278.;71-FAZIO Saverio;2;0;0;0;2;0;0;0;0;0;0;A;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0944;279.;71-FONTAINE Jérémy;2;0;1;1;0;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0939;280.;71-FULLY Bruno;2;0;0;0;2;0;0;0;0;0;0;SV;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0923;281.;71-GAUTHIER-GAY Aymeric;2;0;2;0;0;0;0;0;0;0;0;S;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,091;282.;71-GILLOT Raymond;2;0;0;0;0;1;1;0;0;0;0;SA;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0898;283.;71-GOSSELIN Alexis;2;0;0;0;2;0;0;0;0;0;0;E;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0895;284.;71-GOURGIN Olivier;2;0;0;2;0;0;0;0;0;0;0;V;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,089;285.;71-GRONFIER Gabin;2;0;0;0;0;0;0;0;2;0;0;M;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
non utilisé;non utilisé;2000,0888;286.;71-GROS Philippe;2;0;0;0;2;0;0;0;0;0;0;A;0;2;0;0;0;0;100,00;0,00;0,00;;;;;;;;;;;;;;
